Type,Redox,Site,Depth.cm,Distance  m,pH,Eh mV,EC mScm,AVS umolg,TotalS.oes.umolg,Porewater FeII mgL ,Porewater total Fe II mgL,Porewater FeIII mgL,Pore-water sulfate mgL,As.ms,As.oes  ,Ba.ms,Cd.ms,Co.ms,Co.oes   ,Cr.ms,Cr.oes   ,Cu.ms,Cu.oes   ,Fe.ms,Fe.oes   ,Mn.ms,Mn.oes   ,Mo.ms,Ni.oes   ,P.oes   ,Pb.ms,Pb.oes  ,Rb.ms,S.oes   ,Sr.ms,Th.ms,Ti.ms,U.ms,V.ms,Zn.ms,Zn.oes   ,REE.ms,As,Ba,Cd,Co   ,Cr,Cu   ,Fe,Mn   ,Mo,Ni   ,P   ,Pb  ,Rb,S   ,Sr,Th,Ti,U,V,Zn,REE
Dredge spoil,Oxidised,S 6,59,2,3.97,379,1.09,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 6,64,2,3.83,NA,1,1.58,9.56,NA,NA,NA,NA,0.35,0,10.01,0.02,0.84,0,8.86,14.42592588,1.49,1.072227943,7437.05,6412.66808,66.87,45.21300223,11.43,3.569842615,3.24705441,2.92,2.630913726,3.23,306.5604147,1.6,8.35,939.68,0.82,14.19,1.51,0.970462325,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 6,69,2,3.91,365,1.36,0.18,NA,NA,NA,NA,NA,0.21,NA,11.55,0.02,0.85,NA,9.03,NA,1.35,NA,6955.26,NA,70.25,NA,9.27,NA,NA,3.1,NA,3.05,NA,2.47,8.94,1019.09,0.9,10.36,4.19,NA,25.32,NA,0.789404562,-5.56930388,-1.819799804,0.543271493,-1.357176282,NA,2.594779434,0.569502505,NA,NA,-0.525878763,-0.542139284,NA,-0.753062724,0.533254714,5.269384477,-1.76264139,0.680671362,-0.224580141,1.574313723
Dredge spoil,Oxidised,S 6,74,2,3.54,330,2.9,0.2,33.45,NA,NA,NA,NA,0.55,0,16.12,0.01,1.04,0.361446648,11.27,8.406371005,2.85,1.283368181,23018.68,15808.88157,79.47,63.37116931,10.44,1.821361289,-0.018355591,6.33,6.657076523,3.66,1072.646167,2.47,9.98,1179.2,1.25,19.02,2.41,1.583473489,23.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 6,79,2,4.09,251,3.4,0.23,NA,NA,NA,NA,NA,0.71,,5.34,0.03,0.94,,11.19,,4.06,,19222.34,,83.66,,10.56,,,5.54,,3.4,,2.81,9.69,1242.04,1.38,24.85,1.77,,25.05,NA,-0.162160849,-5.343944399,-1.899261905,0.577634021,-0.436203528,NA,2.589374464,0.519686777,NA,NA,-0.125392001,-0.61361107,NA,-0.804202018,0.433707924,5.287123966,-1.515303003,1.375471251,-1.266406955,1.383487326
Dredge spoil,Oxidised,S 6,84,2,4.31,NA,3.8,0.1,48.1,117.11,127.64,10.54,4468.63,0.62,0,6.11,0.02,1.18,0.019225398,13.47,10.20841164,3.36,1.764940415,14143.02,12094.17774,106.86,75.64379487,11.28,2.432680051,5.598490683,6.76,7.478902698,4.29,1542.445439,3.93,11.97,1593.85,1.88,37.88,2.69,1.852463152,49.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 6,89,2,5.46,164,3.8,0.01,24.59,108.96,116.23,7.26,4900,0.47,0,4.16,0.02,1.19,0.43945457,12.96,11.03097564,2.67,1.682353733,6046.22,5011.583595,80.19,70.16261827,10.61,2.486638176,7.606110697,5.06,5.793793495,4.84,788.6598969,4.27,10.56,1163.37,1.97,22.49,2.63,1.712202835,55.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 6,94,2,5.45,NA,5.6,0.67,NA,50.49,58.02,7.53,4576.47,0.33,NA,3.84,0.03,1.53,NA,12.97,NA,6.46,NA,5386.26,NA,83.42,NA,11.13,NA,NA,3.5,NA,4.58,NA,4.5,11.49,1235.3,2.61,44.38,4.06,NA,61.21,NA,-0.756571449,-5.608601713,-1.67677608,0.460595183,-0.236414498,NA,2.321844273,0.30760035,NA,NA,-0.849280847,-0.580344818,NA,-0.597966419,0.339433276,5.017025319,-1.142693594,1.690745102,-0.700860842,2.012266759
Dredge spoil,Oxidised,S 6,99,2,4.18,244,5,0.73,NA,65.78,84.35,18.56,5978.43,8.17,NA,6.69,0.14,15.03,NA,25.22,NA,11.81,NA,25544.24,NA,153.4,NA,33.08,NA,NA,13.99,NA,7.37,NA,3.55,13.62,862.04,8.35,54.41,4.18,NA,57.6,NA,-0.833717584,-4.700444314,-0.024283254,0.493305873,-0.265384828,NA,2.298717431,0.764597412,NA,NA,-0.095988669,-0.736913752,NA,-1.467383854,-0.122792157,4.024970215,-0.612069919,1.262216503,-1.304020211,1.31919111
Dredge spoil,Oxidised,S 6,104,2,4.85,222,4.5,0.02,NA,95.3,133.93,38.63,5580.77,5.12,NA,7.21,0.05,6.79,NA,25.19,NA,8.98,NA,22560.06,NA,108.28,NA,9.98,NA,NA,17.36,NA,9.4,NA,5.65,18.51,664.24,7.28,66.83,4.33,NA,60.7,NA,-0.606044857,-5.577246082,-0.666062867,0.644933282,-0.386513926,NA,2.103206657,-0.280930718,NA,NA,0.272654901,-0.340804119,NA,-0.849858263,0.336797318,3.917129722,-0.596382946,1.620638273,-1.115946266,1.52442989
Dredge spoil,Oxidised,S 6,107,2,4.89,213,6.1,0.94,637.05,75.81,85.19,9.37,5138.46,4.98,2.321855538,7.91,0.05,5.62,3.885944377,30.67,21.56252259,12.75,8.819093377,27062.08,22366.38445,110.66,80.80994528,8.59,9.373405488,17.49178536,16.98,19.91678463,11.71,20430.05057,6.31,19.07,670.41,5.32,79.22,4.6,2.071582291,68.36,-2.390577279,-1.164816164,-6.228676219,-1.506612282,0.190341033,-0.687412674,6.782370471,1.473518492,-1.08234521,-0.99506747,-0.371212583,-0.400907765,-0.772500768,6.691818217,-1.390808269,-0.284827526,3.27494552,-1.561470642,1.139284847,-1.706887642,0.991843913
Dredge spoil,Oxidised,S 6,112,2,4.95,NA,5.9,0.45,NA,66.34,71.78,5.44,4888.46,6.22,NA,7.83,0.02,6.16,NA,38.99,NA,16.18,NA,40385.32,NA,117.36,NA,9.81,NA,NA,19.52,NA,13.8,NA,7.19,22.79,537.9,5.71,112.48,3.51,NA,79.7,NA,-0.600876224,-6.570861739,-0.840761956,1.004466469,0.124937178,NA,2.1064074,-0.37543646,NA,NA,0.312600847,-0.034170141,NA,-0.686147562,0.46748311,3.628833936,-0.91661971,2.063936695,-1.403222696,1.719430852
Dredge spoil,Oxidised,S 6,115,2,4.84,246,5.7,0.44,NA,40.11,49.21,9.1,6696.15,7.2,NA,9.52,0.03,6.34,NA,38.86,NA,15.89,NA,42326.59,NA,118.24,NA,9.59,NA,NA,19.92,NA,14.01,NA,6.4,24.44,644.72,5.71,126.52,3.79,NA,96.62,NA,-0.47731831,-6.237271056,-0.88383439,0.929252285,0.034976822,NA,2.042003298,-0.46999227,NA,NA,0.261011093,-0.090941799,NA,-0.874415169,0.465507975,3.738102955,-0.988494135,2.10968724,-1.39834714,1.8400726
Dredge spoil,Oxidised,S 6,118,2,4.43,247,3.6,0.27,720.08,NA,NA,NA,NA,6.59,2.047120005,8.96,0.02,5.71,2.956730093,37.21,22.19882811,13.34,8.761048163,41205.94,27498.06924,115.79,67.2988783,9.62,9.025371606,15.68160448,19.6,18.96271032,12.14,23092.88134,5.56,22.89,696.52,5.23,122.4,2.96,1.263121675,119.36,-2.53963822,-1.063301923,-7.168095155,-1.513853126,0.360505392,-0.66530511,6.965798922,1.495706056,-0.992227885,-1.056032472,-0.503583814,-0.280542584,-0.759566364,6.791207532,-1.540474042,-0.125372016,3.290024358,-1.601660872,1.55122222,-2.170882882,1.526071986
Dredge spoil,Oxidised,S 6,122,2,4.98,253,4.6,0.21,NA,65.79,76.19,10.4,5965.38,5.49,NA,9.05,0.03,5.72,NA,35.24,NA,14.14,NA,37032.68,NA,94.99,NA,7.5,NA,NA,18.29,NA,12.52,NA,6.06,24.77,628.97,5.66,104.39,6.58,NA,137.4,NA,-0.503337561,-6.212660216,-0.962133514,0.856079482,-0.057094659,NA,1.847669304,-0.691199299,NA,NA,0.200252143,-0.178774953,NA,-0.904392519,0.503530924,3.737981242,-0.972678427,1.942031566,-0.822067574,2.216794061
Dredge spoil,Oxidised,S 7,6,2,4.57,274,0.2,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,7.5,3,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.37,NA,2.2,NA,0.57,NA,5.6,NA,1.14,NA,9293.84,NA,8.67,NA,1.34,NA,NA,0.86,NA,1.48,NA,1.13,2.4,138.6,1.13,14.1,1.09,NA,15.41,NA,-0.297726382,NA,-1.648302661,0.636582855,-0.95515548,NA,1.073685048,-0.793514129,NA,NA,-1.237006632,-0.694141655,NA,-0.96396611,-0.210715005,3.845408344,-0.96396611,1.559991055,-1.000006046,1.648832907
Dredge spoil,Oxidised,S 7,9,3,4.1,364,0.3,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,11,3,3.95,372,0.45,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,14,3,3.98,378,0.31,0.22,12.31,NA,NA,NA,NA,2.21,0.616391606,4.96,0.01,0.74,0,6.66,3.576653059,1.88,0.548435929,6704.34,4235.499297,27.63,17.53439272,1.56,2.51194675,17.27927835,1.83,1.141052281,2.14,394.8584247,1.16,4.49,405.86,0.54,13.83,1.57,0,21.28,-2.157372164,-0.07209363,-6.278669557,-1.974604464,0.222620114,-1.042227594,6.677757127,1.645402768,-1.22881355,-0.752441321,1.17600863,-1.069183404,-0.912693542,4.305027911,-1.525079366,-0.171646669,4.332508902,-2.28968551,0.953340775,-1.222423751,1.384268294
Dredge spoil,Oxidised,S 7,17.5,3,4.06,363,0.45,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,20.5,3,NA,NA,NA,0.18,NA,NA,NA,NA,NA,0.58,NA,3.47,0,0.68,NA,5.02,NA,0.6,NA,4214.01,NA,19.26,NA,1.44,NA,NA,1.68,NA,1.86,NA,0.96,2.82,295.64,0.31,5.64,1.22,NA,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,23.5,3,4.09,346,0.37,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,26.5,3,4.1,312,0.4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,30,3,3.96,385,0.62,0.2,5.65,NA,NA,NA,NA,0.26,0,2.27,0,0.51,0,6.61,2.673341214,3.71,0.734383444,7474.97,4911.425108,24.17,12.28477033,1.81,1.794427676,7.520131457,1.13,0.286023144,1.43,181.1520267,0.53,3.3,387.11,0.43,14.33,1.83,0,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,35,3,3.79,355,0.7,0.36,NA,NA,NA,NA,NA,0.21,NA,2.12,0.01,0.64,NA,7.61,NA,1.82,NA,10551.23,NA,48.19,NA,4.35,NA,NA,1.8,NA,1.85,NA,0.69,5.32,738.99,0.55,19.93,2.82,NA,14.03,NA,-0.426994916,-5.783581191,-1.624698107,0.851052167,-0.579574504,NA,2.696740526,0.29176484,NA,NA,-0.59062434,-0.563225366,NA,-1.549474686,0.493062299,5.426873384,-1.776248006,1.813815129,-0.14167412,1.462786889
Dredge spoil,Oxidised,S 7,40,3,3.61,354,1.2,0.39,11.46,NA,NA,NA,NA,0.07,0,3.91,0.01,0.64,0,9.12,6.841564792,2.47,1.707866626,17944.94,14577.71951,46.24,39.65454097,6.52,1.645668129,4.197570152,2.08,3.785425125,2.07,367.509253,1,5.89,744.96,0.65,29.34,1.45,0.532725092,11.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,45,3,3.52,354,1.68,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,50,3,3.74,295,2.4,0.52,19.77,NA,NA,NA,NA,0.4,0,11.73,0.04,0.89,0,13.47,8.777019521,4.07,2.208743301,15459.11,11566.93582,79.44,57.52720334,14.82,2.068589938,3.746298354,3.93,3.889597751,3.18,634.149777,3.3,8.52,1190.05,1.24,31.04,2.1,0.953734238,18.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,53,3,3.69,272,2.4,0.12,NA,NA,NA,NA,NA,0.05,NA,10.41,0.01,0.89,NA,12.91,NA,3.17,NA,13345.39,NA,75.85,NA,12.09,NA,NA,4.13,NA,3.28,NA,4.45,8.09,1136.7,1.29,35.8,2.18,NA,23,NA,0.522336851,-6.425600218,-1.936963848,0.737572173,-0.666698444,NA,2.508327674,0.671948633,NA,NA,-0.402152625,-0.63258661,NA,-0.327525936,0.270198699,5.215454575,-1.565787814,1.757517861,-1.041105155,1.315064184
Dredge spoil,Oxidised,S 7,56,3,3.85,271,3.3,0.27,21.55,NA,NA,NA,NA,NA,0,15.8,0.02,1.19,0.109386895,15.35,9.838545393,3.24,1.712511905,10337.14,7513.587292,99.94,66.56043069,9.24,3.206400604,6.488237817,9.24,9.301191311,4.33,691.0324418,2.73,10.23,1307.21,1.66,37.66,2.63,1.836263888,29.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,59,3,4.09,253,3.3,0.44,NA,271.16,281.35,10.18,4946.15,0.07,NA,8.01,0.02,1.38,NA,17.93,NA,4.66,NA,5938,NA,115.18,NA,10.78,NA,NA,5.2,NA,5.11,NA,4.98,12.57,1552.37,2.46,22.36,3.18,NA,33.15,NA,-0.011179777,-6.003893543,-1.769787039,0.79460475,-0.55285509,NA,2.654625584,0.285822028,NA,NA,-0.443211912,-0.460671134,NA,-0.486440647,0.439442485,5.255667536,-1.191709188,1.01540311,-0.934989341,1.409172179
Dredge spoil,Oxidised,S 7,62,3,4.06,253,5.3,0.66,NA,271.16,281.35,10.18,4946.15,0.29,NA,7.2,0.03,1.71,NA,20.66,NA,7.55,NA,8248.03,NA,105.78,NA,11.98,NA,NA,5.67,NA,5.84,NA,3.42,13.6,1573.18,2.5,33.99,2.76,NA,45.72,NA,-0.224604711,-5.705243634,-1.662192366,0.829513727,-0.177138173,NA,2.462675729,0.284552856,NA,NA,-0.463496619,-0.43395494,NA,-0.969045185,0.411384056,5.162168591,-1.282395005,1.327380627,-1.183455057,1.623850102
Dredge spoil,Oxidised,S 7,63,3,4.22,247,3.8,0.37,51.24,294.48,296.74,2.25,6811.54,0.47,0,9.1,0.02,1.56,0.248801537,18.22,12.34642701,10.71,2.790911432,8966.14,6761.098269,102.11,69.66337388,14.04,3.712201346,9.729935758,8.4,9.707476886,6.11,1643.229002,6.65,12.45,1527.93,2.38,33.47,4.65,1.745083149,48.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,68,3,4.33,241,3.2,0.71,NA,382.49,382.72,0.23,5674.51,0.73,NA,9.14,0.03,1.3,NA,18.2,NA,5.81,NA,12546.8,NA,87.46,NA,13.61,NA,NA,10.64,NA,5.04,NA,5.41,9.74,1185.13,2.85,48.42,2.42,NA,48.4,NA,-0.001469559,-5.720687842,-1.95176568,0.68729165,-0.454549373,NA,2.257051602,0.396674872,NA,NA,0.15049054,-0.596723862,NA,-0.525880851,0.062111173,4.863477808,-1.16681095,1.665783007,-1.330362404,1.665369869
Dredge spoil,Oxidised,S 7,71,3,4.31,NA,6.9,0.51,NA,353.59,365.37,11.78,6157.69,2.33,NA,8.93,0.04,1.22,NA,17.82,NA,3.94,NA,12262.18,NA,81.54,NA,17.07,NA,NA,13.53,NA,4.85,NA,6.32,9.31,1198.12,3.87,77.02,2.19,NA,62.04,NA,-0.099053337,-5.507345557,-2.089618873,0.59185169,-0.917289009,NA,2.112623965,0.548852805,NA,NA,0.31643971,-0.709491027,NA,-0.444750524,-0.057380641,4.800039209,-0.935215225,2.055595396,-1.504568188,1.839309606
Dredge spoil,Oxidised,S 7,74,3,4.19,222,6,NA,NA,361.47,383.43,21.95,6484.62,0.94,NA,16.56,0.02,8.74,NA,36.68,NA,12,NA,27707.97,NA,54.63,NA,3.38,NA,NA,13.32,NA,14.6,NA,4.33,16.69,476.51,2.58,93.57,4.67,NA,144.95,NA,0.301385408,-6.417627746,-0.337694551,1.096626907,-0.020698091,NA,1.494978442,-1.287729031,NA,NA,0.083661924,0.175416788,NA,-1.040037199,0.309204997,3.660883969,-1.557815342,2.033105079,-0.964445669,2.470784115
Dredge spoil,Oxidised,S 7,77,3,3.82,258,4,0.65,109.34,384.48,387.74,3.26,7080.77,0.73,0,2.63,0.05,2.98,1.271943814,13.39,8.254817812,4.81,3.64440993,4941.58,3539.502091,42.46,29.69192765,18.41,2.838344985,9.23531362,4.57,5.320263112,3.28,3506.673559,2.73,5.63,593.78,3.78,20.89,1.27,0.516113058,23.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,80,3,4.18,320,4.08,0.02,NA,360.67,370.23,9.56,7984.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,83,3,4.12,NA,4,0.09,1124.98,351.84,401.68,49.84,4292.16,2.04,0.565909216,14.45,0.06,13.21,7.790394728,55.02,27.96357739,20.7,13.81495197,57242.76,37247.87066,155.34,83.90822627,7.4,14.61934419,19.31532051,22.39,22.56528789,21.84,36078.14449,8.1,24.85,837.8,4.91,160.24,6.68,2.418186402,88.49,-4.088069833,-0.848053809,-6.33215894,-0.937774105,0.488948532,-0.488614523,7.006601835,1.52686804,-1.517268223,-0.836402627,-0.557849634,-0.410133793,-0.435005073,6.974694322,-1.426884162,-0.305890471,3.212031185,-1.927474282,1.557924468,-1.619630236,0.964141328
Dredge spoil,Oxidised,S 7,86,3,NA,NA,NA,0.1,NA,139.93,200,60.07,6234.62,0.62,NA,14.33,0.02,10.13,NA,46.43,NA,16.02,NA,30466.45,NA,117.97,NA,3.72,NA,NA,23.48,NA,20.43,NA,9.13,24.14,798.66,4.25,119.35,5.84,NA,61.95,NA,-0.095978114,-6.670356362,-0.442832038,1.079612446,0.015504585,NA,2.012096999,-1.444609688,NA,NA,0.397815639,0.258671053,NA,-0.546767662,0.425536859,3.924601967,-1.311414373,2.023726997,-0.993602559,1.367994252
Dredge spoil,Oxidised,S 7,89,3,NA,NA,NA,0.37,NA,139.93,200,60.07,6234.62,1.72,NA,13.49,0.02,11.7,NA,45.45,NA,18.02,NA,43574.73,NA,93.87,NA,5.67,NA,NA,17.74,NA,20.17,NA,5.73,21.86,657.03,3.23,108.51,5.51,NA,36.06,NA,-0.053295385,-6.56726706,-0.195655213,1.161368766,0.236238197,NA,1.886666791,-0.920054937,NA,NA,0.220577922,0.348952297,NA,-0.909528524,0.429414428,3.832485625,-1.482761918,2.03159828,-0.948679432,0.929940163
Dredge spoil,Oxidised,S 7,92,3,3.99,301,5.93,0.17,717.57,139.93,200,60.07,6234.62,1.9,2.215442465,25.54,0,10.8,7.60919252,42.67,27.2810521,16.08,13.2243216,39891.61,29437.3057,64.96,40.24975651,4.24,12.21956641,14.55485785,15.32,17.24249153,18.83,23012.56498,6.61,20.67,598.41,3.01,117.19,5.07,2.234270864,36.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,95,3,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.14,NA,25.62,0,9.03,NA,39.92,NA,15.1,NA,34941.95,NA,58.98,NA,4.42,NA,NA,14.12,NA,18.14,NA,6.96,19.77,577.36,2.81,111.94,5.06,NA,47.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,98,3,4.83,243,3.8,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,100,3,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,102,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 7,106,3,5.28,NA,4.4,0.12,175.6,126.9,128.22,1.32,5792.31,0.92,0,19.55,0.03,6,2.991085523,24.29,16.22120125,8.02,6.990331317,20124.75,13807.96008,41.69,25.78134468,2.12,7.588078376,19.34144803,12.04,11.64234287,11.76,5631.494125,6.51,14.98,456.75,2.21,65.37,9.54,0.993188838,192.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,9,4,4.3,284,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,11,4,3.91,365,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,13,4,3.86,414,0.26,0.58,9.81,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6.62443976,NA,1.018041175,NA,22242.01645,NA,8.424998839,NA,5.150111558,21.34648803,NA,1.507670484,NA,314.5575965,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,19,4,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,22,4,3.85,421,0.46,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,24,4,4.05,425,0.66,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
